codigo_ibge;sigla;ano;variavel_valor
1700400;Acesso_SCM>=12Mbps;2025;746.0
1700707;Acesso_SCM>=12Mbps;2025;244.0
1701002;Acesso_SCM>=12Mbps;2025;997.0
1701051;Acesso_SCM>=12Mbps;2025;124.0
1701101;Acesso_SCM>=12Mbps;2025;821.0
1701309;Acesso_SCM>=12Mbps;2025;431.0
1701903;Acesso_SCM>=12Mbps;2025;199.0
1702000;Acesso_SCM>=12Mbps;2025;893.0
1702109;Acesso_SCM>=12Mbps;2025;52092.0
1702158;Acesso_SCM>=12Mbps;2025;348.0
1702208;Acesso_SCM>=12Mbps;2025;2691.0
1702307;Acesso_SCM>=12Mbps;2025;70.0
1702406;Acesso_SCM>=12Mbps;2025;848.0
1702554;Acesso_SCM>=12Mbps;2025;1414.0
1702703;Acesso_SCM>=12Mbps;2025;245.0
1702901;Acesso_SCM>=12Mbps;2025;769.0
1703008;Acesso_SCM>=12Mbps;2025;514.0
1703057;Acesso_SCM>=12Mbps;2025;96.0
1703073;Acesso_SCM>=12Mbps;2025;87.0
1703107;Acesso_SCM>=12Mbps;2025;368.0
1703206;Acesso_SCM>=12Mbps;2025;415.0
1703305;Acesso_SCM>=12Mbps;2025;265.0
1703602;Acesso_SCM>=12Mbps;2025;394.0
1703701;Acesso_SCM>=12Mbps;2025;1202.0
1703800;Acesso_SCM>=12Mbps;2025;470.0
1703826;Acesso_SCM>=12Mbps;2025;64.0
1703842;Acesso_SCM>=12Mbps;2025;249.0
1703867;Acesso_SCM>=12Mbps;2025;119.0
1703883;Acesso_SCM>=12Mbps;2025;122.0
1703891;Acesso_SCM>=12Mbps;2025;12.0
1703909;Acesso_SCM>=12Mbps;2025;583.0
1704105;Acesso_SCM>=12Mbps;2025;89.0
1704600;Acesso_SCM>=12Mbps;2025;105.0
1705102;Acesso_SCM>=12Mbps;2025;96.0
1705508;Acesso_SCM>=12Mbps;2025;6134.0
1705557;Acesso_SCM>=12Mbps;2025;748.0
1705607;Acesso_SCM>=12Mbps;2025;610.0
1706001;Acesso_SCM>=12Mbps;2025;589.0
1706100;Acesso_SCM>=12Mbps;2025;776.0
1706258;Acesso_SCM>=12Mbps;2025;76.0
1706506;Acesso_SCM>=12Mbps;2025;292.0
1707009;Acesso_SCM>=12Mbps;2025;1349.0
1707108;Acesso_SCM>=12Mbps;2025;577.0
1707207;Acesso_SCM>=12Mbps;2025;233.0
1707306;Acesso_SCM>=12Mbps;2025;220.0
1707405;Acesso_SCM>=12Mbps;2025;304.0
1707553;Acesso_SCM>=12Mbps;2025;52.0
1707652;Acesso_SCM>=12Mbps;2025;211.0
1707702;Acesso_SCM>=12Mbps;2025;839.0
1708205;Acesso_SCM>=12Mbps;2025;630.0
1708254;Acesso_SCM>=12Mbps;2025;91.0
1708304;Acesso_SCM>=12Mbps;2025;128.0
1709005;Acesso_SCM>=12Mbps;2025;727.0
1709302;Acesso_SCM>=12Mbps;2025;2384.0
1709500;Acesso_SCM>=12Mbps;2025;20479.0
1709807;Acesso_SCM>=12Mbps;2025;382.0
1710508;Acesso_SCM>=12Mbps;2025;384.0
1710706;Acesso_SCM>=12Mbps;2025;191.0
1710904;Acesso_SCM>=12Mbps;2025;777.0
1711100;Acesso_SCM>=12Mbps;2025;371.0
1711506;Acesso_SCM>=12Mbps;2025;374.0
1711803;Acesso_SCM>=12Mbps;2025;221.0
1711902;Acesso_SCM>=12Mbps;2025;1885.0
1711951;Acesso_SCM>=12Mbps;2025;449.0
1712009;Acesso_SCM>=12Mbps;2025;294.0
1712157;Acesso_SCM>=12Mbps;2025;262.0
1712405;Acesso_SCM>=12Mbps;2025;151.0
1712454;Acesso_SCM>=12Mbps;2025;137.0
1712504;Acesso_SCM>=12Mbps;2025;876.0
1712702;Acesso_SCM>=12Mbps;2025;153.0
1712801;Acesso_SCM>=12Mbps;2025;40.0
1713205;Acesso_SCM>=12Mbps;2025;2596.0
1713304;Acesso_SCM>=12Mbps;2025;811.0
1713601;Acesso_SCM>=12Mbps;2025;759.0
1713700;Acesso_SCM>=12Mbps;2025;177.0
1713809;Acesso_SCM>=12Mbps;2025;197.0
1713957;Acesso_SCM>=12Mbps;2025;74.0
1714203;Acesso_SCM>=12Mbps;2025;199.0
1714302;Acesso_SCM>=12Mbps;2025;78.0
1714880;Acesso_SCM>=12Mbps;2025;2071.0
1715002;Acesso_SCM>=12Mbps;2025;64.0
1715101;Acesso_SCM>=12Mbps;2025;678.0
1715150;Acesso_SCM>=12Mbps;2025;143.0
1715259;Acesso_SCM>=12Mbps;2025;70.0
1715507;Acesso_SCM>=12Mbps;2025;24.0
1715705;Acesso_SCM>=12Mbps;2025;378.0
1715754;Acesso_SCM>=12Mbps;2025;1238.0
